baseMean	log2FoldChange	lfcSE	pvalue	padj
OR4F5|ENSG00000186092.7|chr1	0	NA	NA	NA	NA
SAMD11|ENSG00000187634.13|chr1	1967.25131782694	0.0917699821659648	0.108125840032568	0.346952706168586	0.616788328960427
NOC2L|ENSG00000188976.11|chr1	1503.39458008108	0.337905809785731	0.178509706339229	0.0177869999764899	0.100977203779019
KLHL17|ENSG00000187961.15|chr1	83.4405733050505	0.0913954740034085	0.254631313225958	0.406251703722145	0.671700504765368
PLEKHN1|ENSG00000187583.11|chr1	3.0195214683394	0.00697332821793087	0.264745518166239	0.6240548925513	NA
PERM1|ENSG00000187642.10|chr1	0.130227472799149	-0.00458553805629213	0.264939559722853	0.873775688671874	NA
HES4|ENSG00000188290.11|chr1	1397.73021223663	-0.566993757215625	0.151792352483247	2.82841841203681e-05	0.000689630178911849
ISG15|ENSG00000187608.10|chr1	44.6046654952628	0.158991694441269	0.323612775607432	0.0380581694867559	NA
AGRN|ENSG00000188157.15|chr1	50.8334336893335	-2.91812759258083	1.10429227760906	5.23698736102053e-05	NA
RNF223|ENSG00000237330.3|chr1	0	NA	NA	NA	NA
C1orf159|ENSG00000131591.18|chr1	76.5778038299347	0.0364171005263111	0.241017217136586	0.729839105453989	0.882833276001198
TTLL10|ENSG00000162571.14|chr1	0	NA	NA	NA	NA
TNFRSF18|ENSG00000186891.14|chr1	0	NA	NA	NA	NA
TNFRSF4|ENSG00000186827.12|chr1	3.23031798244091	0.00745195639801059	0.265055916589318	0.579631031587642	NA
SDF4|ENSG00000078808.20|chr1	2870.07843665964	-0.16805907965012	0.105336079580062	0.0811599325265098	0.266812098987771
B3GALT6|ENSG00000176022.7|chr1	1084.53052349405	-0.073220634549446	0.13896243398315	0.528963953110219	0.763869444983413
C1QTNF12|ENSG00000184163.3|chr1	0.655534784607882	-0.00916690663610124	0.265124233230663	0.586861747021421	NA
UBE2J2|ENSG00000160087.21|chr1	1931.19683751069	0.353408447965059	0.114805100292635	0.000736101312690243	0.00963071774435552
SCNN1D|ENSG00000162572.21|chr1	7.17646259178277	0.0507663364031511	0.271051960741658	0.0559203532760198	NA
ACAP3|ENSG00000131584.19|chr1	72.3547260977188	0.051466842327656	0.244684908802455	0.624881715650604	0.824462969568554
PUSL1|ENSG00000169972.12|chr1	545.450532447381	0.0144100381239055	0.169564503204532	0.913368183995325	0.967939657778306
INTS11|ENSG00000127054.22|chr1	206.357508927306	0.102673914872181	0.223742248355058	0.444537527985033	0.700224696553187
CPTP|ENSG00000224051.7|chr1	173.455149240353	-0.0269666304850311	0.21466283693784	0.827439397499943	0.931761551132981
TAS1R3|ENSG00000169962.5|chr1	0	NA	NA	NA	NA
DVL1|ENSG00000107404.21|chr1	435.511485879467	-0.0786444290113839	0.186368322501566	0.555685007829976	0.782440639136632
MXRA8|ENSG00000162576.17|chr1	11.6521626748614	-0.0322394851204429	0.26677224159824	0.0275720215626281	NA
AURKAIP1|ENSG00000175756.14|chr1	3655.032005714	-0.271954878890657	0.0934556310226341	0.00181604381633928	0.0195052301033402
CCNL2|ENSG00000221978.13|chr1	222.168572940501	0.0758708757442333	0.213454642980071	0.565372619519248	0.78810361041906
MRPL20|ENSG00000242485.6|chr1	7154.01546547191	-0.212960421084612	0.0707204047695205	0.00179483226596142	0.0194169717788113
ANKRD65|ENSG00000235098.9|chr1	2.37119383934881	-0.00263019583227038	0.264594828518533	0.926373725481757	NA
TMEM88B|ENSG00000205116.4|chr1	0	NA	NA	NA	NA
VWA1|ENSG00000179403.12|chr1	65.5497920641291	0.0602781205160514	0.250273799640825	0.548861982525678	NA
ATAD3C|ENSG00000215915.10|chr1	0.836291627665972	-0.0055680526290581	0.265008677322341	0.733219529282362	NA
ATAD3B|ENSG00000160072.20|chr1	188.039787587018	0.334866395957592	0.37540900165272	0.0529553423784589	0.20328524603422
ATAD3A|ENSG00000197785.14|chr1	951.125951871104	0.129812613502337	0.14800544530122	0.294994849084581	0.562286120735496
TMEM240|ENSG00000205090.9|chr1	3.61981673476596	0.0132616748123919	0.264976480239309	0.518342469785963	NA
SSU72|ENSG00000160075.12|chr1	964.102011192419	-0.165346205510025	0.144017525368101	0.171756240485577	0.413315853806048
FNDC10|ENSG00000228594.4|chr1	79.0596128331859	-0.145638347073856	0.304530452286265	0.0779000066333401	0.260531726299197
MIB2|ENSG00000197530.13|chr1	80.4167664876898	-0.709880751609329	0.845292858097518	0.0108459682507119	0.0718969067244456
MMP23B|ENSG00000189409.14|chr1	0	NA	NA	NA	NA
CDK11B|ENSG00000248333.9|chr1	0	NA	NA	NA	NA
SLC35E2B|ENSG00000189339.12|chr1	151.447147041172	-0.00583465790066417	0.224042932893783	0.956569755072241	0.983888256305569
CDK11A|ENSG00000008128.23|chr1	0.15382466583052	0.00460635043264282	0.264927354211802	0.787769292118424	NA
NADK|ENSG00000008130.15|chr1	364.083432172959	-0.106061027905092	0.210456540887118	0.433531036872626	0.692038384104982
CALML6|ENSG00000169885.10|chr1	0	NA	NA	NA	NA
TMEM52|ENSG00000178821.13|chr1	10.8633731606506	-0.034065363885807	0.2667769981412	0.0785845574234574	NA
CFAP74|ENSG00000142609.20|chr1	0	NA	NA	NA	NA
GABRD|ENSG00000187730.9|chr1	17.6231804857919	0.016868549566643	0.260583619434857	0.724208153544844	NA
PRKCZ|ENSG00000067606.17|chr1	309.643675508059	0.396778875399024	0.276636944761079	0.0290940426018151	0.139628366219684
FAAP20|ENSG00000162585.17|chr1	220.185209590037	-0.636966011271096	0.609589411382057	0.00879216091886752	0.0621679044971591
SKI|ENSG00000157933.10|chr1	843.737480437917	-0.664176859158326	0.222014518679614	0.000261336678708061	0.00418385229969415
MORN1|ENSG00000116151.14|chr1	1.5382466583052	0.0063501218178958	0.265015317047408	0.620195015434933	NA
RER1|ENSG00000157916.20|chr1	2056.20104970686	-0.240005955259268	0.109571186606433	0.0158826990157583	0.0942604062987863
PEX10|ENSG00000157911.11|chr1	580.133860598449	-0.364795418928192	0.237532495378335	0.028424756096661	0.137426812239412
PLCH2|ENSG00000149527.18|chr1	0	NA	NA	NA	NA
PANK4|ENSG00000157881.16|chr1	0	NA	NA	NA	NA
HES5|ENSG00000197921.6|chr1	0	NA	NA	NA	NA
TNFRSF14|ENSG00000157873.18|chr1	0	NA	NA	NA	NA
PRXL2B|ENSG00000157870.17|chr1	0.48152720031224	-0.00535112193497202	0.264993549133094	0.774834593267546	NA
MMEL1|ENSG00000142606.16|chr1	0	NA	NA	NA	NA
TTC34|ENSG00000215912.13|chr1	0	NA	NA	NA	NA
ACTRT2|ENSG00000169717.7|chr1	0	NA	NA	NA	NA
PRDM16|ENSG00000142611.17|chr1	66.1558544390123	-0.159145538658128	0.304654964687526	0.12768994652114	NA
ARHGEF16|ENSG00000130762.15|chr1	20.1018006517094	-0.0172655432752639	0.264335250597854	0.383547316624316	NA
MEGF6|ENSG00000162591.17|chr1	15.9239308541258	-0.0372158774036692	0.266318592039914	0.182270195788417	NA
TPRG1L|ENSG00000158109.15|chr1	300.529222279184	-0.403330952918298	0.309168949924696	0.0308024270371045	0.144298665314777
WRAP73|ENSG00000116213.16|chr1	657.553110613027	0.084097395853853	0.160467288530475	0.514313696887408	0.755008947766377
TP73|ENSG00000078900.15|chr1	165.76149152289	0.0828530788199198	0.226475148919206	0.521805440854943	0.759437249683394
CCDC27|ENSG00000162592.10|chr1	0	NA	NA	NA	NA
SMIM1|ENSG00000235169.11|chr1	11.4849833866239	-0.0763446157312467	0.278990728283702	0.0438743959618289	NA
LRRC47|ENSG00000130764.10|chr1	1927.141505186	0.171373758467427	0.108425957210657	0.0774265924014647	0.259362272612091
CEP104|ENSG00000116198.14|chr1	182.532539528406	-0.0119532032652664	0.213082960793501	0.921253111386828	0.970421727410726
DFFB|ENSG00000169598.17|chr1	244.366981033508	0.455219845566737	0.349656621464881	0.0221971425756228	0.117017529637708
C1orf174|ENSG00000198912.12|chr1	448.979158070156	0.0181882766221691	0.195744524585862	0.905928695707387	0.96541483275682
NPHP4|ENSG00000131697.18|chr1	83.7177494426826	0.134776463863213	0.272762179839989	0.255525854270741	0.521541184951355
KCNAB2|ENSG00000069424.16|chr1	28.6437927582673	-0.0761292173838106	0.274463113476538	0.128719361115201	NA
RPL22|ENSG00000116251.11|chr1	3557.64696974237	0.183394382128993	0.103349908835892	0.0529715591021402	0.20328524603422
RNF207|ENSG00000158286.13|chr1	2.83077039815184	-0.0123313957054252	0.265098712689002	0.437407126022811	NA
ICMT|ENSG00000116237.16|chr1	1325.77190998174	-0.114555296345718	0.143746617407238	0.342789531022883	0.612717331099466
HES3|ENSG00000173673.8|chr1	0	NA	NA	NA	NA
GPR153|ENSG00000158292.7|chr1	74.87285878808	-1.00217081477484	0.984139587512122	0.00478878042451803	0.0401509900217742
ACOT7|ENSG00000097021.20|chr1	1770.22331783279	0.0510128370258451	0.113161556948756	0.61589220146001	0.820388786107884
HES2|ENSG00000069812.11|chr1	3.70873693490665	0.00278440451494272	0.26461295711057	0.863617111425726	NA
ESPN|ENSG00000187017.18|chr1	5.53329741100224	0.0247701440689803	0.266320106378695	0.194845796411431	NA
TNFRSF25|ENSG00000215788.11|chr1	7.83813667112296	-0.0609295357765033	0.274881324002545	0.00932821724558466	NA
